Region,Gender,Handed,Favourite_physical_activity,Importance_reducing_pollution,Birth_month,Beverage,Favorite_School_Subject,Sleep_Hours_Non_Schoolnight,Paid_Work_Hours,Work_At_Home_Hours,Planned_Education_Level
TX,Male,Right-Handed,Soccer,1000,May,Soft drink (caffeinated),Other,5,8,0,Graduate degree
TX,Male,Right-Handed,Martial Arts,700,April,Water,English,10,0,5,Graduate degree
TX,Male,Right-Handed,Basketball,1000,December,Water,English,8,0,0,High school
TX,Female,Right-Handed,Other,765,September,Water,Art,10,0,2,Graduate degree
TX,Male,Right-Handed,Basketball,90,April,Sports drink,Physical education,12,0,0,Some college
TX,Female,Right-Handed,Athletics,1000,November,Water,Mathematics and statistics,8,22,2,Graduate degree
TX,Female,Right-Handed,Dancing,1000,June,Water,Physical education,7,0,30,Graduate degree
TX,Male,Right-Handed,Football (American),512,November,Tea,Art,5,0,4,Graduate degree
TX,Female,Right-Handed,Athletics,999,May,Water,Physical education,12,0,20,Graduate degree
TX,Male,Right-Handed,Basketball,500,August,Water,Computers and technology,9,0,5,Graduate degree
TX,Female,Right-Handed,Athletics,100,October,Milk,Physical education,12,0,0,Graduate degree
TX,Male,Right-Handed,Athletics,1000,July,Juice,Art,4,0,2,High school
TX,Female,Right-Handed,Basketball,1000,December,Water,Music,6,0,3,Some college
TX,Male,Right-Handed,Other,500,August,Water,Music,8,0,0,Graduate degree
TX,Male,Right-Handed,Football (American),326,August,Water,Other,12,0,2,Graduate degree
TX,Male,Right-Handed,Running/Jogging,1000,December,Water,Other,10,5,1,Graduate degree
TX,Female,Right-Handed,Other,909,September,Water,English,9,20,8,Graduate degree
TX,Female,Right-Handed,Dancing,800,January,Powdered drink,English,7,10,2,Graduate degree
TX,Female,Right-Handed,Swimming,906,July,Soft drink (caffeinated),Science,7,0,4,Other
TX,Female,Right-Handed,Baseball/Softball,900,June,Water,Physical education,10,25,5,Other
TX,Female,Right-Handed,Cycling,1000,September,Soft drink (caffeinated),Mathematics and statistics,6,3,12,Graduate degree
TX,Female,Right-Handed,Table Tennis,80,October,Water,Art,10,0,1,Graduate degree
TX,Male,Right-Handed,Football (American),400,December,Sports drink,Mathematics and statistics,6,15,15,Graduate degree
TX,Male,Right-Handed,Cycling,0,May,Water,Mathematics and statistics,7,0,30,Graduate degree
TX,Female,Right-Handed,Soccer,500,February,Soft drink (caffeinated),Mathematics and statistics,10,0,6,Graduate degree
TX,Female,Right-Handed,Soccer,1000,August,Water,English,8,12,5,Graduate degree
TX,Female,Right-Handed,Tennis,996,February,Water,Art,7,0,8,Graduate degree
TX,Male,Right-Handed,Basketball,1000,October,Milk,Science,9,0,2,Some college
TX,Male,Right-Handed,Other,1000,January,Water,Computers and technology,9,0,0,Undergraduate degree
TX,Male,Right-Handed,Other,1000,January,Water,Other,1,0,0,Other
TX,Male,Right-Handed,Table Tennis,745,June,Water,Music,10,0,1,Other
TX,Male,Right-Handed,Baseball/Softball,898,June,Milk,Mathematics and statistics,10,0,1,Graduate degree
TX,Female,Right-Handed,Other,1000,July,Water,Other,10,0,4,Other
TX,Female,Right-Handed,Other,800,January,Water,Science,7,0,3,Graduate degree
TX,Female,Right-Handed,Dancing,1000,May,Juice,Physical education,7,0,6,Graduate degree
TX,Male,Right-Handed,Soccer,588,December,Water,Mathematics and statistics,10,0,1,Other
TX,Female,Right-Handed,Basketball,1000,March,Water,Science,10,0,6,Graduate degree
TX,Female,Right-Handed,Baseball/Softball,800,May,Water,Mathematics and statistics,10,0,5,Graduate degree
TX,Female,Right-Handed,Athletics,722,July,Water,Art,5,0,5,Graduate degree
TX,Female,Right-Handed,Golf,1000,February,Energy drink,Mathematics and statistics,12,4,5,Graduate degree
TX,Male,Right-Handed,Basketball,450,July,Soft drink (caffeinated),Science,6,0,7,Undergraduate degree
TX,Male,Right-Handed,Skateboarding/Rollerblading,400,November,Water,Other,4,39,0,High school
TX,Female,Right-Handed,Dancing,1000,July,Water,History,12,40,2,Some college
TX,Male,Right-Handed,Bowling,1000,April,Water,Science,10,40,4,Other
TX,Female,Right-Handed,Running/Jogging,1000,July,Water,Mathematics and statistics,9,20,8,Graduate degree
TX,Male,Left-Handed,Other,1000,May,Water,History,12,27,0,Undergraduate degree
TX,Male,Right-Handed,Baseball/Softball,1000,August,Water,History,10,0,20,Graduate degree
TX,Male,Right-Handed,Football (American),0,July,Milk,Physical education,9,0,2,Other
TX,Male,Right-Handed,Other,800,May,Water,Science,9,0,7,Graduate degree
TX,Male,Left-Handed,Baseball/Softball,400,June,Water,History,10,10,1,Graduate degree
TX,Female,Right-Handed,Walking/Hiking,500,September,Water,History,8,40,5,Some college
TX,Female,Right-Handed,Swimming,1000,September,Energy drink,Science,7,20,10,Graduate degree
TX,Female,Right-Handed,Athletics,604,April,Water,Physical education,9,0,7,Some college
TX,Female,Right-Handed,Dancing,0,December,Water,Other,7,0,0,Graduate degree
TX,Female,Right-Handed,Baseball/Softball,845,June,Water,History,4,0,9,Graduate degree
TX,Female,Right-Handed,Athletics,870,April,Tea,Other,7,20,1,Undergraduate degree
TX,Female,Right-Handed,Soccer,100,December,Powdered drink,Other,5,0,1,Graduate degree
TX,Male,Right-Handed,Cycling,1000,September,Milk,Computers and technology,9,10,0,Graduate degree
TX,Male,Right-Handed,Soccer,925,November,Water,Physical education,10,0,2,Graduate degree
TX,Male,Right-Handed,Running/Jogging,717,May,Water,Science,7,0,2,Graduate degree
TX,Male,Right-Handed,Football (American),1000,October,Coffee,English,9,0,0,Graduate degree
TX,Female,Right-Handed,Dancing,900,August,Milk,Computers and technology,6,0,14,Graduate degree
TX,Female,Right-Handed,Other,861,July,Water,Mathematics and statistics,9,20,5,Undergraduate degree
TX,Female,Right-Handed,Swimming,1000,June,Water,History,10,0,4,Some college
TX,Female,Right-Handed,Other,727,February,Water,Science,9,0,1,Undergraduate degree
TX,Male,Left-Handed,Baseball/Softball,1,December,Water,History,9,3,2,Graduate degree
TX,Male,Right-Handed,Golf,750,March,Soft drink (caffeinated),History,6,0,2,Graduate degree
TX,Female,Left-Handed,Soccer,620,December,Powdered drink,Art,8,5,2,Graduate degree
TX,Male,Right-Handed,Athletics,900,October,Water,Music,10,0,5,High school
TX,Male,Left-Handed,Football (American),1000,September,Water,Computers and technology,4,1,5,Some college
TX,Female,Right-Handed,Basketball,200,March,Water,Music,8,0,4,Graduate degree
TX,Male,Right-Handed,Soccer,500,December,Water,Languages,7,0,7,Graduate degree
TX,Female,Right-Handed,Golf,1000,April,Energy drink,History,10,15,10,Graduate degree
TX,Male,Right-Handed,Baseball/Softball,738,December,Water,Mathematics and statistics,10,0,0,Other
TX,Male,Right-Handed,Golf,455,August,Water,History,8,0,0,Graduate degree
TX,Female,Left-Handed,Walking/Hiking,300,May,Tea,Science,9,0,8,Graduate degree
TX,Female,Right-Handed,Dancing,99,June,Water,Languages,7,0,8,Graduate degree
TX,Female,Right-Handed,Running/Jogging,503,March,Water,English,6,0,6,Undergraduate degree
TX,Female,Left-Handed,Walking/Hiking,750,June,Water,Art,10,0,0,Graduate degree
TX,Female,Right-Handed,Running/Jogging,985,April,Water,History,9,9,3,Graduate degree
TX,Female,Right-Handed,Swimming,400,December,Water,Science,9,0,2,Other
TX,Male,Right-Handed,Walking/Hiking,1000,August,Water,Mathematics and statistics,3,0,2,High school
TX,Male,Right-Handed,Football (American),1000,April,Tea,Physical education,8,3,4,Graduate degree
TX,Female,Right-Handed,Running/Jogging,385,September,Water,Art,12,0,0,Graduate degree
TX,Female,Right-Handed,Dancing,508,December,Powdered drink,Other,10,2,5,Graduate degree
TX,Female,Right-Handed,Swimming,1000,June,Juice,History,10,0,4,Graduate degree
TX,Female,Right-Handed,Soccer,1000,December,Water,Social studies,8,0,7,Graduate degree
TX,Female,Ambidextrous,Basketball,3,August,Powdered drink,Other,10,1,1,Graduate degree
TX,Female,Right-Handed,Dancing,1000,January,Soft drink (caffeinated),Languages,9,16,5,Graduate degree
TX,Female,Right-Handed,Other,700,November,Water,English,8,0,2,Graduate degree
TX,Male,Right-Handed,Football (American),1000,February,Water,Mathematics and statistics,7,0,0,High school
TX,Male,Right-Handed,Martial Arts,900,April,Water,Science,7,0,0,Other
TX,Female,Right-Handed,Other,957,July,Water,History,10,0,1,Other
TX,Female,Right-Handed,Tennis,1000,March,Water,Science,7,0,7,Graduate degree
TX,Female,Right-Handed,Cycling,540,April,Water,English,9,25,2,High school
TX,Female,Right-Handed,Other,1000,March,Water,History,8,0,3,Graduate degree
TX,Female,Right-Handed,Basketball,1000,May,Water,Mathematics and statistics,7,0,2,Undergraduate degree
TX,Female,Right-Handed,Baseball/Softball,829,May,Water,Science,9,0,4,Graduate degree
TX,Male,Right-Handed,Soccer,750,February,Water,Physical education,2,22,0,Other
TX,Male,Right-Handed,Football (American),700,September,Water,Art,9,0,6,Graduate degree
TX,Male,Left-Handed,Golf,1000,June,Water,Physical education,8,0,0,Graduate degree
TX,Female,Right-Handed,Other,150,July,Water,English,13,0,0,Graduate degree
TX,Male,Right-Handed,Soccer,200,April,Water,Social studies,12,0,0,Graduate degree
TX,Female,Right-Handed,Walking/Hiking,900,October,Water,Mathematics and statistics,10,0,4,Graduate degree
TX,Female,Left-Handed,Martial Arts,920,November,Tea,Other,8,0,15,Undergraduate degree
TX,Female,Left-Handed,Athletics,898,June,Water,Mathematics and statistics,9,35,8,Other
TX,Male,Right-Handed,Tennis,0,June,Soft drink (caffeinated),Other,8,0,0,Graduate degree
TX,Male,Left-Handed,Football (American),500,December,Water,Physical education,5,0,2,Graduate degree
TX,Male,Right-Handed,Skateboarding/Rollerblading,600,April,Water,Other,7,4,1,Graduate degree
TX,Male,Right-Handed,Football (American),900,February,Soft drink (caffeinated),History,11,0,2,Graduate degree
TX,Male,Right-Handed,Bowling,300,March,Tea,Mathematics and statistics,14,0,3,Graduate degree
TX,Female,Right-Handed,Baseball/Softball,492,January,Water,Mathematics and statistics,10,0,5,Some college
TX,Female,Left-Handed,Tennis,1000,May,Water,Art,8,28,2,Graduate degree
TX,Male,Right-Handed,Swimming,235,April,Juice,Mathematics and statistics,7,20,3,Undergraduate degree
TX,Male,Right-Handed,Soccer,866,November,Water,Science,8,0,1,High school
TX,Male,Right-Handed,Baseball/Softball,900,February,Water,Other,8,0,5,Graduate degree
TX,Male,Left-Handed,Golf,500,April,Water,History,5,2,2,Undergraduate degree
TX,Female,Right-Handed,Other,500,December,Water,Science,9,0,0,Other
TX,Female,Right-Handed,Walking/Hiking,570,November,Soft drink (caffeinated),Science,14,1,7,Graduate degree
TX,Male,Right-Handed,Soccer,1000,May,Sports drink,Physical education,8,0,7,Other
TX,Female,Right-Handed,Tennis,1000,July,Water,Geography,8,0,0,Graduate degree
TX,Female,Right-Handed,Other,877,December,Water,Mathematics and statistics,9,0,2,Some college
TX,Male,Right-Handed,Walking/Hiking,1000,March,Energy drink,English,3,0,35,Some college
TX,Male,Right-Handed,Basketball,700,October,Water,Science,10,30,0,Graduate degree
TX,Female,Right-Handed,Other,990,June,Coffee,Other,10,30,2,Graduate degree
TX,Male,Right-Handed,Athletics,400,April,Water,Science,9,0,3,Graduate degree
TX,Female,Right-Handed,Gymnastics,920,November,Sports drink,Science,10,2,5,Graduate degree
TX,Female,Right-Handed,Walking/Hiking,100,June,Water,Languages,7,0,3,Graduate degree
TX,Male,Left-Handed,Basketball,70,May,Juice,Mathematics and statistics,8,30,30,Other
TX,Female,Right-Handed,Athletics,497,January,Soft drink (caffeinated),Social studies,7,5,1,Graduate degree
TX,Female,Right-Handed,Other,1000,September,Water,History,9,0,2,Other
TX,Female,Right-Handed,Athletics,90,May,Water,Mathematics and statistics,6,0,3,Graduate degree
TX,Female,Right-Handed,Gymnastics,1000,September,Water,English,11,15,0,Graduate degree
TX,Female,Right-Handed,Soccer,1000,April,Water,Science,8,0,0,Some college
TX,Female,Right-Handed,Gymnastics,998,June,Juice,Social studies,10,0,0,Other
TX,Male,Right-Handed,Other,1000,May,Water,Computers and technology,10,1,0,Graduate degree
TX,Female,Right-Handed,Dancing,684,December,Water,Other,10,5,2,Graduate degree
TX,Male,Right-Handed,Table Tennis,750,January,Water,Art,13,0,12,Undergraduate degree
TX,Female,Left-Handed,Soccer,1000,March,Juice,Physical education,11,0,2,Graduate degree
TX,Female,Right-Handed,Baseball/Softball,499,October,Tea,Science,12,0,1,High school
TX,Male,Left-Handed,Baseball/Softball,0,May,Soft drink (caffeinated),Mathematics and statistics,12,0,4,Undergraduate degree
TX,Female,Ambidextrous,Other,300,February,Water,History,8,0,0,Graduate degree
TX,Male,Right-Handed,Football (American),800,February,Water,Physical education,9,0,2,Graduate degree
TX,Female,Right-Handed,Dancing,647,December,Water,Science,12,16,7,Some college
TX,Male,Left-Handed,Baseball/Softball,460,February,Water,Science,4,0,10,Graduate degree
TX,Female,Ambidextrous,Swimming,800,January,Soft drink (caffeinated),Mathematics and statistics,6,30,1,Graduate degree
TX,Male,Right-Handed,Basketball,700,February,Water,Mathematics and statistics,2,0,2,Graduate degree
TX,Male,Right-Handed,Soccer,209,January,Water,Mathematics and statistics,9,0,1,Undergraduate degree
TX,Female,Right-Handed,Athletics,540,June,Water,Music,10,0,0,High school
TX,Male,Right-Handed,Football (American),400,October,Water,Physical education,11,10,2,Other
TX,Male,Right-Handed,Other,762,July,Water,Computers and technology,10,0,0,Some college
TX,Female,Right-Handed,Walking/Hiking,711,December,Tea,Languages,8,45,45,Graduate degree
TX,Female,Left-Handed,Other,500,April,Water,English,10,0,10,Graduate degree
TX,Female,Right-Handed,Running/Jogging,0,February,Tea,Science,7,2,4,Some college
TX,Female,Right-Handed,Walking/Hiking,1000,September,Powdered drink,Computers and technology,3,20,5,Some college
TX,Female,Right-Handed,Other,1000,December,Water,Other,8,1,7,Graduate degree
TX,Male,Right-Handed,Basketball,250,October,Sports drink,Science,12,30,2,Graduate degree
TX,Male,Right-Handed,Basketball,500,November,Tea,History,10,0,10,Other
TX,Male,Left-Handed,Other,50,December,Sports drink,Physical education,6,0,2,High school
TX,Female,Right-Handed,Gymnastics,1000,August,Water,English,6,5,3,Graduate degree
TX,Female,Right-Handed,Other,332,May,Water,English,8,0,1,Graduate degree
TX,Male,Right-Handed,Football (American),500,October,Sports drink,Geography,10,4,1,Graduate degree
TX,Female,Right-Handed,Dancing,684,October,Soft drink (caffeinated),Music,5,8,1,Other
TX,Female,Right-Handed,Golf,1000,October,Water,History,9,0,1,Graduate degree
TX,Female,Right-Handed,Other,500,February,Water,Mathematics and statistics,9,18,2,Graduate degree
TX,Male,Right-Handed,Football (American),750,August,Water,History,9,0,1,Graduate degree
TX,Male,Right-Handed,Basketball,722,March,Water,Music,6,15,0,Some college
TX,Male,Right-Handed,Dancing,1000,November,Water,Computers and technology,9,0,5,Graduate degree
TX,Female,Right-Handed,Dancing,30,September,Water,Art,10,0,30,Undergraduate degree
TX,Female,Right-Handed,Other,674,February,Tea,Music,9,0,1,Graduate degree
TX,Female,Right-Handed,Baseball/Softball,6,December,Juice,English,6,30,5,Graduate degree
TX,Female,Right-Handed,Tennis,900,March,Water,Science,8,0,5,Graduate degree
TX,Male,Left-Handed,Football (American),850,April,Water,History,10,0,1,Undergraduate degree
TX,Female,Right-Handed,Gymnastics,1000,December,Juice,Art,8,0,1,Some college
TX,Male,Right-Handed,Swimming,800,February,Water,Music,11,0,0,Graduate degree
TX,Male,Right-Handed,Soccer,863,October,Water,Mathematics and statistics,9,0,3,Graduate degree
TX,Female,Right-Handed,Walking/Hiking,1000,July,Water,Other,9,0,9,Graduate degree
TX,Female,Right-Handed,Walking/Hiking,900,January,Water,Science,9,0,10,Graduate degree
TX,Male,Right-Handed,Other,900,August,Water,Physical education,5,40,0,Graduate degree
TX,Female,Right-Handed,Basketball,50,January,Water,Physical education,8,0,2,Graduate degree
TX,Female,Right-Handed,Swimming,400,June,Water,Social studies,8,12,7,Graduate degree
TX,Female,Right-Handed,Other,1000,August,Juice,Mathematics and statistics,10,0,3,Graduate degree
TX,Male,Right-Handed,Swimming,1000,October,Water,History,8,20,1,Some college
TX,Male,Right-Handed,Skateboarding/Rollerblading,1000,August,Water,Music,8,0,2,Graduate degree
TX,Male,Ambidextrous,Basketball,800,May,Water,Other,8,12,2,Graduate degree
TX,Male,Right-Handed,Soccer,1000,November,Water,Art,10,0,1,Graduate degree
TX,Female,Right-Handed,Running/Jogging,700,December,Water,History,10,18,5,Some college
TX,Male,Right-Handed,Soccer,875,February,Milk,Computers and technology,11,0,1,Graduate degree
TX,Male,Ambidextrous,Baseball/Softball,100,April,Water,Other,9,0,5,Undergraduate degree
TX,Female,Right-Handed,Running/Jogging,1000,April,Water,Art,8,0,4,Graduate degree
TX,Male,Right-Handed,Other,650,May,Tea,History,8,0,4,Graduate degree
TX,Female,Left-Handed,Skateboarding/Rollerblading,900,December,Tea,Science,5,25,10,Graduate degree
TX,Male,Right-Handed,Other,32,August,Soft drink (caffeinated),History,10,0,0,Undergraduate degree
TX,Male,Right-Handed,Lacrosse,535,January,Milk,Social studies,8,25,3,Undergraduate degree
TX,Female,Right-Handed,Soccer,139,October,Water,Science,8,0,6,Other
TX,Female,Right-Handed,Walking/Hiking,1000,August,Water,Mathematics and statistics,8,0,10,Graduate degree
TX,Male,Right-Handed,Football (American),439,July,Water,Physical education,10,0,0,Graduate degree
TX,Female,Right-Handed,Swimming,1000,March,Water,History,10,0,13,Graduate degree
TX,Female,Right-Handed,Basketball,5,December,Water,Computers and technology,8,0,0,Graduate degree
TX,Male,Right-Handed,Running/Jogging,332,May,Water,History,10,25,1,Undergraduate degree
